,Strain,Type,Rating,Effects
1219,La-Jack,hybrid,3.7,"Euphoric,Creative,Relaxed,Sleepy,Tingly"
1220,La-Kookies,hybrid,4.7,"Hungry,Relaxed,Happy,Creative,Talkative"
1221,La-Kush,hybrid,4.5,"Relaxed,Happy,Creative,Uplifted,Euphoric"
1222,La-Og,indica,4.4,"Relaxed,Euphoric,Sleepy,Happy,Tingly"
1223,La-Ultra,indica,4.7,"Relaxed,Euphoric,Happy,Sleepy,Tingly"
1224,La-Woman,hybrid,4.2,"Relaxed,Euphoric,Tingly,Happy,Sleepy"
1225,Lapd,hybrid,4.7,"Uplifted,Energetic,Happy,Relaxed,Creative"
1226,Lsd,hybrid,4.3,"Happy,Relaxed,Euphoric,Uplifted,Creative"
1227,Lvpk,hybrid,4.6,"Happy,Relaxed,Hungry,Sleepy,Uplifted"
1228,La-Nina,sativa,4.7,"Uplifted,Creative,Energetic,Talkative,Euphoric"
1229,Lady-Liberty,hybrid,4.2,"Sleepy,Hungry,Relaxed"
1230,Ladyburn-1974,hybrid,4.0,"Relaxed,Sleepy,Creative,Giggly,Hungry"
1231,Lake-Of-Fire,hybrid,4.6,"Euphoric,Uplifted,Happy,Relaxed,Aroused"
1232,Lamb-S-Bread,sativa,4.4,"Euphoric,Creative,Happy,Uplifted,Energetic"
1233,Lambo-Og,hybrid,4.5,"Happy,Euphoric,Sleepy,Hungry,Relaxed"
1234,Lamborghini,hybrid,4.0,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
1235,Larry-Bird-Kush,hybrid,4.9,"Relaxed,Euphoric,Energetic,Happy,Uplifted"
1236,Larry-Og,hybrid,4.3,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
1237,Las-Vegas-Purple-Kush-Bx,indica,5.0,"Sleepy,Happy,Relaxed,Aroused,Creative"
1238,Lashkar-Gah,indica,4.7,"Relaxed,Euphoric,Sleepy,Hungry,Happy"
1239,Laughing-Buddha,sativa,4.4,"Happy,Euphoric,Uplifted,Energetic,Giggly"
1240,Laughing-Gas,hybrid,0.0,"Energetic,Giggly,Happy,Talkative,Tingly"
1241,Lavender,indica,4.1,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
1242,Lavender-Haze,sativa,4.1,"Euphoric,Uplifted,Energetic,Happy,Relaxed"
1243,Lavender-Jones,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative"
1244,Lazy-Train,hybrid,0.0,None
1245,Le-Silver-Royale,hybrid,4.5,"Uplifted,Talkative,Euphoric,Happy,Energetic"
1246,Leda-Uno,sativa,5.0,"Tingly,Focused,Hungry"
1247,Lee-Roy,indica,4.7,"Relaxed,Euphoric,Sleepy,Uplifted,Tingly"
1248,Legalized-Og,hybrid,4.8,"Hungry,Sleepy,Relaxed,Happy,Focused"
1249,Legend-Og,indica,4.6,"Relaxed,Sleepy,Happy,Creative,Focused"
1250,Legend-Of-Nigeria,sativa,0.0,None
1251,Legendary-Lemon,sativa,4.0,"Aroused,Euphoric,Relaxed,Creative,Sleepy"
1252,Lem-Chem,hybrid,4.0,"Energetic,Focused,Hungry"
1253,Lemon-Alien-Dawg,hybrid,4.5,"Relaxed,Creative,Focused,Aroused,Sleepy"
1254,Lemon-Bananas,hybrid,5.0,"Talkative,Tingly,Uplifted,Creative,Energetic"
1255,Lemon-Bubble,sativa,4.6,"Happy,Energetic,Talkative,Euphoric,Uplifted"
1256,Lemon-Cake,sativa,4.3,"Relaxed,Uplifted,Happy,Energetic,Euphoric"
1257,Lemon-Crme,sativa,0.0,None
1258,Lemon-Daddy,hybrid,4.1,"Energetic,Happy,Focused,Giggly,Relaxed"
1259,Lemon-Diesel,hybrid,4.2,"Euphoric,Happy,Relaxed,Creative,Energetic"
1260,Lemon-Drop,hybrid,4.1,"Happy,Euphoric,Focused,Uplifted,Relaxed"
1261,Lemon-Fire,hybrid,4.7,"Happy,Uplifted,Energetic,Euphoric,Focused"
1262,Lemon-G,sativa,4.4,"Relaxed,Euphoric,Happy,Uplifted,Creative"
1263,Lemon-Haze,sativa,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
1264,Lemon-Ice,sativa,4.6,"Energetic,Euphoric,Happy,Creative,Focused"
1265,Lemon-Jack,sativa,4.4,"Focused,Energetic,Happy,Uplifted,Creative"
1266,Lemon-Jeffery,hybrid,4.5,None
1267,Lemon-Kush,hybrid,4.1,"Relaxed,Happy,Euphoric,Uplifted,Energetic"
1268,Lemon-Larry-Lavender,hybrid,4.1,"Relaxed,Focused,Giggly,Uplifted,Creative"
1269,Lemon-Marmalade,hybrid,4.8,"Uplifted,Happy,Euphoric,Relaxed,Tingly"
1270,Lemon-Meringue,sativa,4.7,"Uplifted,Happy,Energetic,Creative,Relaxed"
1271,Lemon-Og-Haze,hybrid,4.5,"Energetic,Happy,Focused,Euphoric,Creative"
1272,Lemon-Og,hybrid,4.3,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
1273,Lemon-Pie,sativa,4.2,"Energetic,Euphoric,Uplifted,Talkative,Happy"
1274,Lemon-Sativa,sativa,4.2,"Happy,Euphoric,Energetic,Creative,Focused"
1275,Lemon-Skunk,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Focused"
1276,Lemon-Thai,sativa,4.1,"Focused,Happy,Creative,Talkative,Energetic"
1277,Lemon-Walker-Og,hybrid,4.4,"Relaxed,Uplifted,Happy,Focused,Energetic"
1278,Lemon-Wreck,hybrid,4.1,"Relaxed,Creative,Euphoric,Tingly,Focused"
1279,Lemonberry,hybrid,4.3,"Euphoric,Energetic,Giggly,Happy,Creative"
1280,Lemonder,hybrid,4.5,"Happy,Uplifted,Giggly,Energetic,Euphoric"
1281,Lemonhead-Og,hybrid,4.9,"Relaxed,Uplifted,Happy,Euphoric,Creative"
1282,Lennon,sativa,0.0,None
1283,Leonidas,sativa,4.0,"Focused,Aroused,Uplifted,Creative,Energetic"
1284,Lethal-Purple,hybrid,3.3,"Talkative,Creative,Euphoric,Happy,Hungry"
1285,Liberty-Haze,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
1286,Lifesaver,hybrid,4.5,"Relaxed,Euphoric,Energetic,Uplifted,Tingly"
1287,Light-Of-Jah,sativa,4.6,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
1288,Lime-Green-Skunk,hybrid,4.5,"Happy,Euphoric,Uplifted,Relaxed,Focused"
1289,Key-Lime-Haze,sativa,4.2,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
1290,Lime-Purple-Mist,indica,4.3,"Happy,Relaxed,Tingly,Sleepy,Uplifted"
1291,Lime-Skunk,sativa,4.8,"Uplifted,Creative,Happy,Euphoric,Energetic"
1292,Lime-Sorbet,indica,5.0,"Relaxed,Euphoric,Sleepy,Happy,Giggly"
1293,Limon,sativa,4.8,"Happy,Creative,Euphoric,Energetic,Giggly"
1294,Lions-Gate,indica,4.4,"Happy,Uplifted,Energetic,Focused,Creative"
1295,Liquid-Butter,indica,4.5,"Relaxed,Sleepy,Happy,Talkative,Giggly"
1296,Little-Devil,hybrid,4.2,"Uplifted,Energetic,Happy,Relaxed,Aroused"
1297,Little-Dragon,hybrid,5.0,"Uplifted,Euphoric,Happy,Relaxed,Talkative"
1298,Locktite,hybrid,4.3,"Relaxed,Happy,Uplifted,Tingly,Euphoric"
1299,Locomotion,indica,4.6,"Euphoric,Happy,Relaxed,Uplifted,Aroused"
1300,Lodi-Dodi,hybrid,4.5,"Happy,Giggly,Energetic,Euphoric,Uplifted"
1301,Logic-Diesel,hybrid,4.8,"Talkative,Energetic,Happy,Uplifted,Euphoric"
1302,Longbottom-Leaf,hybrid,4.8,"Euphoric,Happy,Uplifted,Energetic,Hungry"
1303,Lost-Coast-Og,hybrid,4.5,"Relaxed,Euphoric,Uplifted,Happy,Creative"
1304,Lost-Sierra-Night-Nurse,hybrid,0.0,None
1305,Loud-Dream,hybrid,4.1,"Happy,Focused,Euphoric,Creative,Uplifted"
1306,Loud-Scout,hybrid,4.4,"Relaxed,Happy,Focused,Uplifted,Energetic"
1307,Love-Potion,sativa,4.4,"Happy,Talkative,Euphoric,Relaxed,Energetic"
1308,Love-Potion-9,indica,4.2,"Euphoric,Happy,Talkative,Focused,Energetic"
1309,Lowryder,hybrid,4.4,"Relaxed,Uplifted,Happy,Creative,Sleepy"
1310,Loyality,hybrid,5.0,"Tingly,Relaxed,Focused,Uplifted,Creative"
1311,Luca-Brasi,hybrid,5.0,None
1312,Luca-Brasi-X-Sour-Diesel,hybrid,4.4,"Focused,Energetic,Uplifted,Happy,Relaxed"
1313,Lucid-Bolt,indica,5.0,"Giggly,Hungry,Relaxed,Sleepy,Talkative"
1314,Lucid-Dream,hybrid,4.6,"Energetic,Euphoric,Uplifted,Focused,Relaxed"
1315,Lucky-Charms,hybrid,4.5,"Euphoric,Happy,Relaxed,Uplifted,Tingly"
1316,Lucy,hybrid,4.4,"Relaxed,Sleepy,Uplifted,Happy,Hungry"
1317,M-39,indica,3.2,"Relaxed,Sleepy,Happy,Hungry,Euphoric"
1318,Mc1,hybrid,0.0,"Hungry,Aroused,Tingly,Uplifted,Creative"
1319,Milf,hybrid,4.4,"Happy,Euphoric,Uplifted,Giggly,Relaxed"
1320,Mk-Ultra,indica,4.5,"Relaxed,Euphoric,Sleepy,Happy,Hungry"
1321,Mad-Dawg,hybrid,4.5,"Happy,Uplifted,Hungry,Talkative,Energetic"
1322,Mad-Scientist,indica,4.6,"Relaxed,Uplifted,Focused,Euphoric,Happy"
1323,Madagascar,indica,4.1,"Sleepy,Relaxed,Hungry,Happy,Euphoric"
1324,Madcow,sativa,3.4,"Sleepy,Uplifted,Energetic,Relaxed,Talkative"
1325,Madman-Og,hybrid,4.6,"Relaxed,Sleepy,Hungry,Uplifted,Euphoric"
1326,Madzilla,indica,5.0,"Tingly,Uplifted,Euphoric,Happy,Relaxed"
1327,Mag-Landrace,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1328,Magic-Beans-Og,indica,4.2,"Happy,Sleepy,Euphoric,Relaxed,Tingly"
1329,Magic-Jordan,hybrid,4.0,"Euphoric,Focused,Tingly,Uplifted,Creative"
1330,Magnum,hybrid,3.9,"Energetic,Happy,Creative,Uplifted,Euphoric"
1331,Magnum-Pi,sativa,4.3,"Uplifted,Focused,Energetic,Euphoric,Creative"
1332,Mai-Tai-Cookies,hybrid,4.9,"Happy,Relaxed,Euphoric,Creative,Uplifted"
1333,Majestic-12,hybrid,4.8,"Relaxed,Tingly,Happy,Euphoric,Creative"
1334,Mako-Haze,sativa,4.2,"Euphoric,Happy,Relaxed,Hungry,Uplifted"
1335,Malakoff,sativa,3.7,"Focused,Talkative,Creative,Energetic,Happy"
1336,Malawi,sativa,4.4,"Energetic,Uplifted,Focused,Happy,Creative"
1337,Mammoth,hybrid,4.5,"Happy,Relaxed,Focused,Uplifted,Creative"
1338,Mandala-1,hybrid,4.3,"Euphoric,Creative,Energetic,Uplifted,Focused"
1339,Mango,indica,4.1,"Relaxed,Sleepy,Happy,Euphoric,Focused"
1340,Mango-Dream,sativa,3.9,"Talkative,Happy,Euphoric,Relaxed,Creative"
1341,Mango-Habanero,hybrid,3.5,"Focused,Uplifted,Creative,Energetic,Euphoric"
1342,Mango-Haze,sativa,4.6,"Happy,Relaxed,Euphoric,Focused,Uplifted"
1343,Mango-Kush,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Giggly"
1344,Mango-Tango,hybrid,4.6,"Relaxed,Happy,Euphoric,Giggly,Sleepy"
1345,Mangolicious,indica,5.0,"Uplifted,Focused,Relaxed,Giggly,Happy"
1346,Manitoba-Poison,hybrid,4.5,"Relaxed,Happy,Sleepy,Focused,Uplifted"
1347,Maple-Leaf-Indica,indica,4.3,"Relaxed,Sleepy,Tingly,Euphoric,Happy"
1348,Maramota-10,hybrid,5.0,"Talkative,Energetic,Giggly,Relaxed"
1349,Marcosus-Marshmellow,hybrid,3.9,"Euphoric,Uplifted,Happy,Creative,Energetic"
1350,Margaret-Cho-G,hybrid,4.7,"Euphoric,Focused,Relaxed,Talkative,Uplifted"
1351,Marionberry-Kush,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1352,Marleys-Collie,hybrid,4.3,"Focused,Aroused,Hungry,Tingly,Relaxed"
1353,Mars-Og,indica,4.4,"Relaxed,Sleepy,Hungry,Euphoric,Focused"
1354,Martian-Candy,hybrid,4.7,"Relaxed,Happy,Uplifted,Euphoric,Talkative"
1355,Martian-Mean-Green,hybrid,4.2,"Euphoric,Happy,Hungry,Uplifted,Focused"
1356,Martian-Muffins,indica,0.0,None
1357,Master-Bubba,indica,4.3,"Relaxed,Euphoric,Happy,Uplifted,Sleepy"
1358,Master-Jedi,indica,4.4,"Relaxed,Euphoric,Creative,Focused,Uplifted"
1359,Master-Kush,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted"
1360,Master-Og,indica,4.4,"Relaxed,Sleepy,Happy,Hungry,Uplifted"
1361,Master-Skunk,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Happy,Creative"
1362,Master-Yoda,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Focused"
1363,Matanuska-Thunder-Fuck,sativa,4.3,"Happy,Euphoric,Energetic,Hungry,Relaxed"
1364,Mataro-Blue,indica,4.6,"Relaxed,Sleepy,Euphoric,Hungry,Tingly"
1365,Matsu,indica,5.0,"Euphoric,Tingly,Happy,Sleepy,Hungry"
1366,Mau-Mau,hybrid,4.0,"Uplifted,Happy,Creative,Energetic,Euphoric"
1367,Maui,sativa,4.2,"Relaxed,Uplifted,Tingly,Happy,Talkative"
1368,Maui-Berry,hybrid,4.0,"Happy,Creative,Uplifted,Hungry,Energetic"
1369,Maui-Bubble-Gift,hybrid,4.6,"Relaxed,Uplifted,Happy,Tingly,Euphoric"
1370,Maui-Citrus-Punch,sativa,4.5,"Relaxed,Energetic,Uplifted,Creative,Euphoric"
1371,Maui-Haole,hybrid,4.6,"Happy,Creative,Euphoric,Aroused,Sleepy"
1372,Maui-Mango-Diesel,hybrid,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative"
1373,Maui-Pineapple-Chunk,hybrid,4.7,"Creative,Euphoric,Uplifted,Aroused,Energetic"
1374,Maui-Wowie,sativa,4.4,"Happy,Uplifted,Energetic,Relaxed,Creative"
1375,Mazar-I-Sharif,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
1376,Mazar-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Giggly,Hungry"
1377,Mean-Misty,hybrid,4.2,"Relaxed,Uplifted,Talkative,Tingly,Energetic"
1378,Medihaze,sativa,4.6,"Relaxed,Happy,Focused,Uplifted,Energetic"
1379,Medibud,hybrid,4.5,"Uplifted,Relaxed,Euphoric,Happy,Focused"
1380,Medicine-Man,hybrid,4.4,"Relaxed,Uplifted,Sleepy,Happy,Euphoric"
1381,Medicine-Woman,hybrid,4.6,"Uplifted,Happy,Relaxed,Euphoric,Creative"
1382,Medusa,hybrid,4.1,"Relaxed,Happy,Euphoric,Creative,Uplifted"
1383,Mega-Jackpot,hybrid,4.0,"Relaxed,Happy,Uplifted,Euphoric,Hungry"
1384,Megalodon,sativa,4.4,"Uplifted,Happy,Hungry,Creative,Euphoric"
1385,Mekamika-Haze,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Focused"
1386,Melon-Gum,hybrid,4.3,"Happy,Relaxed,Creative,Euphoric,Focused"
1387,Memory-Loss,sativa,4.6,"Creative,Uplifted,Happy,Euphoric,Talkative"
1388,Mendo-Afgoo,indica,5.0,"Sleepy,Hungry,Relaxed,Uplifted,Euphoric"
1389,Mendo-Breath,indica,4.8,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
1390,Mendocino-Madness,hybrid,4.0,"Dry,Mouth"
1391,Mendocino-Purps,hybrid,4.3,"Relaxed,Happy,Euphoric,Tingly,Hungry"
1392,Mercury-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
1393,Merlot-Og,indica,4.9,"Relaxed,Happy,Uplifted,Euphoric,Tingly"
1394,Mexican,sativa,3.4,"Uplifted,Euphoric,Giggly,Energetic,Talkative"
1395,Mexican-Sativa,sativa,3.3,"Happy,Uplifted,Energetic,Hungry,Focused"
1396,Michael-Phelps-Og,hybrid,4.4,"Relaxed,Hungry,Sleepy,Creative,Talkative"
1397,Mickey-Kush,sativa,4.6,"Uplifted,Happy,Focused,Relaxed,Euphoric"
1398,Middlefork,hybrid,4.6,"Creative,Happy,Uplifted,Focused,Euphoric"
1399,Middlefork-X-Pineapple-Express,sativa,4.9,"Happy,Euphoric,Giggly,Uplifted,Relaxed"
1400,Midnight,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Creative"
1401,Milky-Way,indica,4.7,"Relaxed,Happy,Euphoric,Energetic,Focused"
1402,Millennium,hybrid,4.4,"Creative,Relaxed,Uplifted,Happy,Energetic"
1403,Mint-Chocolate-Chip,hybrid,4.6,"Relaxed,Happy,Tingly,Uplifted,Talkative"
1404,Mission-Kush,hybrid,4.0,"Creative,Uplifted,Energetic,Euphoric,Happy"
1405,Misty-Kush,indica,4.4,"Happy,Euphoric,Relaxed,Uplifted,Talkative"
1406,Misty-Morning,hybrid,4.0,"Sleepy,Euphoric,Relaxed"
1407,Mob-Boss,hybrid,4.5,"Energetic,Happy,Euphoric,Uplifted,Relaxed"
1408,Moby-Dick,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Energetic"
1409,Mochi,hybrid,5.0,"Sleepy,Happy,Hungry,Relaxed,Tingly"
1410,Molokai-Frost,indica,4.8,"Relaxed,Euphoric,Happy,Creative,Uplifted"
1411,Molokai-Purpz,indica,5.0,"Aroused,Creative,Euphoric,Relaxed,Sleepy"
1412,Money-Maker,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1413,Monkey-Paw,hybrid,4.5,"Relaxed,Happy,Hungry,Uplifted,Euphoric"
1414,Monolith,indica,5.0,"Relaxed,Sleepy,Tingly,Euphoric,Focused"
1415,Monster-Cookies,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1416,Monster-Og,hybrid,4.9,"Hungry,Relaxed,Happy,Tingly,Sleepy"
1417,Montana-Silvertip,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
1418,Moon-Cookies,hybrid,4.8,"Hungry,Focused,Euphoric,Happy,Relaxed"
1419,Moondance,sativa,5.0,"Creative,Euphoric,Happy,Relaxed"
1420,Moonshine-Haze,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Creative"
1421,Moonwalker-Kush,hybrid,4.9,"Relaxed,Euphoric,Happy,Focused,Giggly"
1422,Moose-And-Lobsta,sativa,4.9,"Happy,Uplifted,Euphoric,Energetic,Talkative"
1423,Morning-Glory,hybrid,4.9,"Creative,Energetic,Happy,Aroused,Uplifted"
1424,Morning-Star,hybrid,4.3,"Uplifted,Euphoric,Creative,Happy,Energetic"
1425,Mossad,indica,3.8,"Euphoric,Focused,Relaxed"
1426,Mossimo-Og,indica,4.5,"Euphoric,Focused,Relaxed,Sleepy,Uplifted"
1427,Motavation,indica,3.9,"Relaxed,Creative,Sleepy,Giggly,Euphoric"
1428,Mother-Tongue,sativa,4.4,"Happy,Creative,Euphoric,Giggly,Energetic"
1429,Mother-Of-Berries,indica,4.6,"Relaxed,Happy,Creative,Sleepy,Tingly"
1430,Mothers-Milk,hybrid,4.4,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1431,Mothers-Finest,sativa,4.4,"Aroused,Happy,Uplifted,Creative,Energetic"
1432,Mothers-Helper,hybrid,4.6,"Energetic,Uplifted,Happy,Focused,Creative"
1433,Mountain-Girl,hybrid,4.2,"Happy,Uplifted,Relaxed,Talkative,Creative"
1434,Mr-Nice,indica,4.2,"Relaxed,Happy,Hungry,Sleepy,Uplifted"
1435,Mr-Tusk,hybrid,4.3,"Happy,Talkative,Tingly,Euphoric,Relaxed"
1436,Ms-Universe,hybrid,4.0,"Euphoric,Happy,Talkative,Uplifted,Giggly"
1437,Mt-Cook,indica,5.0,"Euphoric,Focused,Happy,Relaxed,Aroused"
1438,Mt-Hood-Magic,hybrid,4.7,"Euphoric,Happy,Creative,Focused,Uplifted"
1439,Mt-Rainier,hybrid,4.8,"Happy,Uplifted,Relaxed,Aroused,Tingly"
1440,Mud-Bite,indica,5.0,"Euphoric,Relaxed,Sleepy,Uplifted,Giggly"
1441,Murkle,indica,2.0,Giggly
1442,Nl5-Haze-Mist,sativa,4.3,"Happy,Euphoric,Relaxed,Uplifted,Creative"
1443,Ny-Cheese,hybrid,4.3,"Hungry,Happy,Creative,Uplifted,Energetic"
1444,Ny-47,hybrid,4.2,"Hungry,Euphoric,Uplifted,Energetic,Relaxed"
1445,Nyc-Diesel,hybrid,4.2,"Happy,Uplifted,Relaxed,Energetic,Euphoric"
1446,Nypd,sativa,4.2,"Uplifted,Happy,Relaxed,Giggly,Focused"
1447,Narnia,sativa,4.8,"Happy,Creative,Euphoric,Uplifted,Energetic"
1448,Nebula,hybrid,4.4,"Uplifted,Happy,Euphoric,Energetic,Creative"
1449,Nebula-Ii-Cbd,hybrid,4.4,"Focused,Uplifted,Talkative,Creative,Euphoric"
1450,Negra-44,indica,5.0,"Creative,Energetic,Relaxed,Hungry,Talkative"
1451,Nepalese,sativa,4.4,"Happy,Uplifted,Hungry,Euphoric,Creative"
1452,Nepalese-Jam,hybrid,4.0,None
1453,Neptune-Kush,indica,4.3,"Relaxed,Uplifted,Happy,Hungry,Sleepy"
1454,Neptune-Og,indica,4.4,"Sleepy,Focused,Happy,Hungry,Relaxed"
1455,Nevils-Wreck,sativa,4.4,"Uplifted,Creative,Euphoric,Happy,Aroused"
1456,Nevilles-Haze,sativa,4.2,"Uplifted,Giggly,Euphoric,Talkative,Relaxed"
1457,Nexus-Og,indica,4.8,"Relaxed,Euphoric,Happy,Aroused,Sleepy"
1458,Nice-Cherry,indica,4.6,"Happy,Talkative,Uplifted,Relaxed,Hungry"
1459,Nicole-Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Happy,Tingly"
1460,Night-Nurse,indica,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric"
1461,Night-Terror-Og,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric"
1462,Night-Train,indica,3.9,"Relaxed,Sleepy,Tingly,Euphoric,Uplifted"
1463,Nightfire-Og,sativa,4.3,"Euphoric,Uplifted,Tingly,Talkative,Energetic"
1464,Nightmare-Cookies,hybrid,4.7,"Relaxed,Euphoric,Happy,Creative,Uplifted"
1465,Nina-Limone,sativa,5.0,"Euphoric,Happy,Energetic,Talkative,Uplifted"
1466,Ninja-Fruit,hybrid,4.5,"Happy,Relaxed,Sleepy,Uplifted,Aroused"
1467,Nordle,indica,4.4,"Relaxed,Happy,Creative,Uplifted,Focused"
1468,North-American,indica,4.7,"Relaxed,Focused,Sleepy,Uplifted,Giggly"
1469,North-American-Sativa,sativa,4.8,"Uplifted,Euphoric,Focused,Happy,Relaxed"
1470,North-Indian,indica,4.0,"Uplifted,Happy,Hungry,Aroused,Sleepy"
1471,Northernberry,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1472,Northern-Cross,hybrid,4.0,"Uplifted,Creative,Energetic,Euphoric,Focused"
1473,Northern-Lights,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1474,Northern-Lights--5,indica,4.4,"Happy,Uplifted,Relaxed,Euphoric,Focused"
1475,Northern-Lights-5-X-Haze,sativa,4.4,"Happy,Talkative,Relaxed,Uplifted,Energetic"
1476,Northern-Skunk,hybrid,4.5,"Happy,Relaxed,Euphoric,Uplifted,Hungry"
1477,Northern-Wreck,indica,4.8,"Relaxed,Euphoric,Happy,Tingly,Creative"
1478,Northwest-Pineapple,hybrid,5.0,"Uplifted,Euphoric,Happy,Relaxed"
1479,Nova,indica,4.9,"Happy,Creative,Euphoric,Relaxed,Uplifted"
1480,Nuclear-Cookies,hybrid,4.7,None
1481,Nuggetry-Og,indica,3.9,"Creative,Euphoric,Sleepy,Giggly,Happy"
1482,Nuken,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Euphoric"
1483,Nurse-Jackie,sativa,4.4,"Euphoric,Relaxed,Uplifted,Happy,Energetic"
1484,Oca-Gold,indica,4.8,"Sleepy,Relaxed,Tingly,Euphoric,Happy"
1485,Ocas-Cloud-9,hybrid,4.8,"Energetic,Happy,Uplifted,Euphoric,Talkative"
1486,Ocd,sativa,4.5,"Energetic,Creative,Aroused,Uplifted,Euphoric"
1487,Og-18,hybrid,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric"
1488,Og-1-Kenobi,indica,0.0,None
1489,Og-Cheese,hybrid,4.4,"Relaxed,Creative,Happy,Sleepy,Uplifted"
1490,Og-Chem,hybrid,4.5,"Happy,Euphoric,Relaxed,Uplifted,Energetic"
1491,Og-Diesel-Kush,hybrid,4.4,"Happy,Relaxed,Creative,Euphoric,Hungry"
1492,Og-Eddy-Lepp,indica,4.0,"Happy,Sleepy,Hungry,Talkative,Tingly"
1493,Og-Glue-Sniffer,hybrid,5.0,"Sleepy,Uplifted,Relaxed"
1494,Og-Kush,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
1495,Og-La-Affie,indica,4.8,"Relaxed,Happy,Uplifted,Focused,Creative"
1496,Og-Los-Angeles-Kush,indica,4.7,"Sleepy,Relaxed,Hungry,Euphoric,Focused"
1497,Og-Poison,hybrid,4.3,"Relaxed,Sleepy,Euphoric,Hungry,Focused"
1498,Og-Ringo,hybrid,4.5,"Happy,Relaxed,Uplifted,Hungry,Euphoric"
1499,Og-Shark,hybrid,4.5,"Relaxed,Uplifted,Happy,Euphoric,Tingly"
1500,Og-Skunk,hybrid,4.8,"Happy,Euphoric,Creative,Relaxed,Uplifted"
1501,Og-Sour-Diesel,hybrid,3.5,"Happy,Relaxed,Energetic,Giggly,Talkative"
1502,Og-Strawberry,hybrid,4.4,"Happy,Creative,Uplifted,Euphoric,Relaxed"
1503,Og-Tonic,hybrid,4.5,"Aroused,Energetic,Euphoric,Happy"
1504,Og-Wreck,hybrid,4.3,"Focused,Euphoric,Uplifted,Happy,Tingly"
1505,Ogs-Pearl,indica,4.2,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1506,Ogiesel,hybrid,4.2,"Euphoric,Energetic,Creative,Relaxed,Happy"
1507,Obama-Kush,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Creative"
1508,Odyssey,hybrid,4.3,"Focused,Relaxed,Happy,Uplifted,Tingly"
1509,Ogre,hybrid,4.1,"Relaxed,Happy,Euphoric,Uplifted,Aroused"
1510,Ogre-Berry,indica,4.3,"Happy,Relaxed,Focused,Sleepy,Giggly"
1511,Old-Lyme-Connecticut-Og,hybrid,4.5,"Energetic,Happy,Talkative,Uplifted,Euphoric"
1512,Old-Mother-Sativa,sativa,4.0,None
1513,Old-School-Og,hybrid,3.8,"Sleepy,Relaxed,Tingly,Happy,Euphoric"
1514,Old-Toby,hybrid,4.2,"Creative,Energetic,Happy,Euphoric,Relaxed"
1515,Oldtimers-Haze,sativa,5.0,"Tingly,Uplifted,Energetic"
1516,Omega,hybrid,4.8,"Euphoric,Happy,Tingly,Relaxed,Uplifted"
1517,Omega-Dawg,hybrid,4.4,"Uplifted,Euphoric,Relaxed,Happy,Tingly"
1518,One-To-One,hybrid,4.7,"Focused,Hungry,Relaxed,Creative,Energetic"
1519,Opal-Og-Kush,indica,4.5,"Relaxed,Euphoric,Aroused,Sleepy,Tingly"
